created_at,user_id,article_id,key,value
2020-05-20T12:29:40.031Z,3624,61356474,included,-1
2020-05-20T12:30:28.812Z,3624,61359097,included,1
2020-05-20T12:30:39.859Z,3624,61355077,included,1
2020-05-20T12:31:32.312Z,3624,61354576,included,1
2020-05-20T12:31:59.187Z,3624,61354941,included,1
2020-05-20T12:32:26.375Z,3624,61356401,included,1
2020-05-20T12:32:54.218Z,3624,61359519,included,0
2020-05-20T12:33:23.968Z,3624,61355950,included,1
2020-05-20T12:33:38.765Z,3624,61355956,included,0
2020-05-20T12:33:56.937Z,3624,61357799,included,1
2020-05-20T12:35:13.530Z,3624,61357236,included,1
2020-05-20T12:35:35.342Z,3624,61353535,included,-1
2020-05-20T12:36:11.686Z,3624,61358829,included,1
2020-05-20T12:36:28.217Z,3624,61354175,included,-1
2020-05-20T12:36:54.982Z,3624,61358995,included,1
2020-05-20T12:37:37.576Z,3624,61358995,included,-1
2020-05-20T12:37:59.279Z,3624,61358547,included,-1
2020-05-20T12:38:05.748Z,3624,61354204,included,-1
2020-05-20T12:38:29.451Z,3624,61359149,included,-1
2020-05-20T12:38:53.357Z,3624,61354981,included,1
2020-05-20T12:39:24.419Z,3624,61355738,included,-1
2020-05-20T12:39:59.294Z,3624,61357852,included,1
2020-05-20T12:41:05.340Z,3624,61357852,included,0
2020-05-20T12:41:30.746Z,3624,61354811,included,-1
2020-05-20T12:41:40.621Z,3624,61357800,included,-1
2020-05-20T12:41:55.418Z,3624,61357415,included,0
2020-05-20T12:42:39.761Z,3624,61354734,included,-1
2020-05-20T12:43:00.714Z,3624,61359689,included,-1
2020-05-20T12:43:36.277Z,3624,61356286,included,-1
2020-05-20T12:43:59.089Z,3624,61357260,included,1
2020-05-20T12:44:16.042Z,3624,61356219,included,-1
2020-05-20T12:44:20.370Z,3624,61359117,included,-1
2020-05-20T12:44:31.245Z,3624,61359117,included,1
2020-05-20T12:45:23.120Z,3624,61359117,included,-1
2020-05-20T12:45:43.838Z,3624,61359207,included,1
2020-05-20T12:46:01.620Z,3624,61359207,included,-1
2020-05-20T12:46:14.588Z,3624,61359064,included,-1
2020-05-20T12:46:51.901Z,3624,61357051,included,0
2020-05-20T12:46:58.494Z,3624,61358725,included,-1
2020-05-20T12:47:21.728Z,3624,61354921,included,-1
2020-05-20T12:47:43.431Z,3624,61354362,included,0
2020-05-20T12:48:08.088Z,3624,61355439,included,-1
2020-05-20T12:48:44.932Z,3624,61358149,included,-1
2020-05-20T12:49:07.697Z,3624,61355059,included,0
2020-05-20T12:49:39.713Z,3624,61353358,included,1
2020-05-20T12:50:14.666Z,3624,61358206,included,1
2020-05-20T12:50:33.978Z,3624,61355423,included,1
2020-05-20T12:51:22.275Z,3624,61356054,included,-1
2020-05-20T12:52:10.446Z,3624,61354441,included,0
2020-05-20T12:52:32.727Z,3624,61353568,included,1
2020-05-20T12:54:21.992Z,3624,61355520,included,1
2020-05-20T12:55:07.476Z,3624,61355576,included,1
2020-05-20T12:55:51.945Z,3624,61358717,included,1
2020-05-20T12:56:35.866Z,3624,61357421,included,0
2020-05-20T12:57:12.444Z,3624,61357734,included,1
2020-05-20T12:57:42.304Z,3624,61357487,included,-1
2020-05-20T12:58:36.834Z,3624,61356524,included,1
2020-05-20T12:59:23.772Z,3624,61357790,included,0
2020-05-20T13:00:16.849Z,3624,61359417,included,-1
2020-05-20T13:01:13.240Z,3624,61355484,included,-1
2020-05-20T13:01:22.802Z,3624,61354452,included,-1
2020-05-20T13:02:04.849Z,3624,61356248,included,-1
2020-05-20T13:02:28.317Z,3624,61357480,included,1
2020-05-20T13:03:25.317Z,3624,61354511,included,-1
2020-05-20T13:03:51.786Z,3624,61359182,included,1
2020-05-20T13:04:19.129Z,3624,61358336,included,0
2020-05-20T13:04:41.410Z,3624,61353942,included,-1
2020-05-20T13:04:46.692Z,3624,61353413,included,-1
2020-05-20T13:05:14.129Z,3624,61354675,included,1
2020-05-20T13:05:40.223Z,3624,61358669,included,-1
2020-05-20T13:06:10.863Z,3624,61354067,included,1
2020-05-20T13:06:39.785Z,3624,61356562,included,1
2020-05-20T13:07:08.504Z,3624,61358626,included,1
2020-05-20T13:08:08.910Z,3624,61359344,included,1
2020-05-20T13:08:30.925Z,3624,61359570,included,-1
2020-05-20T13:09:11.753Z,3624,61356434,included,1
2020-05-20T13:15:34.907Z,3624,61355987,included,-1
2020-05-20T13:16:14.297Z,3624,61357577,included,1
2020-05-20T13:16:51.469Z,3624,61356394,included,-1
2020-05-20T13:18:27.796Z,3624,61358414,included,1
2020-05-20T13:19:22.046Z,3624,61358575,included,0
2020-05-20T13:19:56.280Z,3624,61354088,included,1
2020-05-20T13:20:36.218Z,3624,61358911,included,1
2020-05-20T13:21:33.030Z,3624,61354507,included,1
2020-05-20T13:21:59.139Z,3624,61358441,included,-1
2020-05-20T13:22:24.217Z,3624,61357228,included,-1
2020-05-20T13:24:00.905Z,3624,61355442,included,-1
2020-05-20T13:24:58.842Z,3624,61354165,included,-1
2020-05-20T13:25:42.670Z,3624,61354694,included,1
2020-05-20T13:27:53.825Z,3624,61357563,included,-1
2020-05-20T13:28:04.137Z,3624,61355364,included,0
2020-05-20T13:28:47.996Z,3624,61358068,included,0
2020-05-20T13:29:00.043Z,3624,61358068,included,-1
2020-05-20T13:30:05.809Z,3624,61359666,included,1
2020-05-20T13:30:31.324Z,3624,61358388,included,0
2020-05-20T13:31:16.449Z,3624,61353949,included,1
2020-05-20T13:31:52.120Z,3624,61354866,included,-1
2020-05-20T13:32:49.511Z,3624,61353974,included,1
2020-05-20T13:33:07.370Z,3624,61354378,included,-1
2020-05-21T17:20:58.091Z,3624,61354355,included,1
2020-05-21T17:21:03.356Z,3624,61354362,included,1
2020-05-21T17:22:01.793Z,3624,61354441,included,1
2020-05-21T17:22:15.309Z,3624,61354612,included,1
2020-05-21T17:22:37.231Z,3624,61355059,included,1
2020-05-21T17:23:22.902Z,3624,61355364,included,1
2020-05-21T17:23:27.668Z,3624,61355767,included,1
2020-05-21T17:23:33.121Z,3624,61355897,included,1
2020-05-21T17:23:44.683Z,3624,61355956,included,1
2020-05-21T17:24:31.683Z,3624,61356055,included,1
2020-05-21T17:25:22.089Z,3624,61356146,included,1
2020-05-21T17:26:24.245Z,3624,61356626,included,1
2020-05-21T17:26:57.104Z,3624,61356776,included,-1
2020-05-21T17:28:02.978Z,3624,61356919,included,-1
2020-05-21T17:28:18.760Z,3624,61356989,included,1
2020-05-21T17:28:33.353Z,3624,61357051,included,-1
2020-05-21T17:29:12.337Z,3624,61357209,included,1
2020-05-21T17:29:47.009Z,3624,61357301,included,1
2020-05-21T17:31:16.165Z,3624,61357311,included,-1
2020-05-21T17:31:25.806Z,3624,61357345,included,1
2020-05-21T17:31:57.587Z,3624,61357415,included,1
2020-05-21T17:32:50.727Z,3624,61353126,included,1
2020-05-21T17:34:54.680Z,3624,61357421,included,1
2020-05-21T17:35:02.742Z,3624,61357532,included,1
2020-05-21T17:35:11.258Z,3624,61357852,included,1
2020-05-21T17:36:34.461Z,3624,61357790,included,1
2020-05-21T17:37:03.070Z,3624,61357906,included,-1
2020-05-22T07:58:44.206Z,3624,61358252,included,1
2020-05-22T07:59:13.674Z,3624,61358336,included,1
2020-05-22T08:00:01.893Z,3624,61358388,included,-1
2020-05-22T08:00:35.252Z,3624,61358424,included,1
2020-05-22T08:01:45.330Z,3624,61358575,included,-1
2020-05-22T08:02:31.267Z,3624,61358642,included,1
2020-05-22T08:03:20.892Z,3624,61358714,included,1
2020-05-22T08:03:26.533Z,3624,61358715,included,1
2020-05-22T08:03:34.189Z,3624,61358758,included,1
2020-05-22T08:04:46.345Z,3624,61358943,included,1
2020-05-22T08:05:11.704Z,3624,61359323,included,1
2020-05-22T08:09:23.531Z,3624,61359375,included,-1
2020-05-22T08:09:59.812Z,3624,61359519,included,1
2020-05-22T08:10:03.156Z,3624,61359657,included,1
2020-05-22T08:10:31.296Z,3624,61359658,included,1
2020-05-22T08:10:42.124Z,3624,61359687,included,1
2020-05-22T08:12:15.967Z,3624,61353935,included,1
2020-05-22T08:12:34.952Z,3624,61354378,included,1
2020-05-22T08:14:28.498Z,3624,61355932,included,1
2020-05-22T08:14:45.903Z,3624,61355984,included,1
2020-05-22T08:27:22.916Z,3624,61354487,included,-1
2020-05-22T08:28:51.087Z,3624,61356043,included,-1
2020-05-22T08:29:00.212Z,3624,61358630,included,-1
2020-05-22T08:29:05.196Z,3624,61356133,included,-1
2020-05-22T08:29:54.040Z,3624,61356908,included,-1
2020-05-22T08:30:04.618Z,3624,61357159,included,-1
2020-05-22T08:30:26.587Z,3624,61353852,included,1
2020-05-22T08:30:42.243Z,3624,61359288,included,1
2020-05-22T08:31:05.164Z,3624,61353800,included,-1
2020-05-22T08:31:56.758Z,3624,61357908,included,-1
2020-05-22T08:32:04.867Z,3624,61354091,included,-1
2020-05-22T08:32:19.539Z,3624,61355522,included,-1
